# BUSCO version is: 5.1.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1025450at2759	Duplicated	JAACSZ010002014_1	62	1246	-	125.7	220
1025450at2759	Duplicated	JAACSZ010001059_1	14405	15439	+	120.7	239
1030907at2759	Complete	JAACSZ010001468_1	30213	31340	-	77.9	222
1032689at2759	Complete	JAACSZ010001512_1	9646	11374	+	141.4	145
1038775at2759	Missing
1041560at2759	Missing
1049599at2759	Missing
1051021at2759	Complete	JAACSZ010001609_1	322	1826	+	252.5	297
1053181at2759	Missing
1057950at2759	Complete	JAACSZ010001191_1	10699	11637	-	185.8	227
1065019at2759	Complete	JAACSZ010000391_1	8958	10175	+	279.7	236
1076134at2759	Fragmented	JAACSZ010002227_1	5311	5952	-	71.4	151
1079130at2759	Missing
1079827at2759	Complete	JAACSZ010001419_1	2344	3243	-	309.6	223
1085752at2759	Missing
1087488at2759	Missing
1090038at2759	Complete	JAACSZ010001796_1	3683	4270	-	65.2	100
1094121at2759	Missing
1096688at2759	Complete	JAACSZ010001860_1	15004	16208	+	282.9	228
1106766at2759	Complete	JAACSZ010000795_1	20815	22560	+	101.0	211
1107630at2759	Missing
1108845at2759	Complete	JAACSZ010000269_1	6230	7783	+	298.1	325
1111142at2759	Missing
1112002at2759	Complete	JAACSZ010000879_1	8582	11706	-	366.4	486
1115196at2759	Complete	JAACSZ010000289_1	6305	7399	+	364.7	270
1128607at2759	Complete	JAACSZ010001449_1	43124	44366	+	314.2	246
1129824at2759	Missing
1138059at2759	Complete	JAACSZ010000781_1	8007	9149	+	233.3	203
1157302at2759	Complete	JAACSZ010001843_1	9614	10351	+	338.6	203
1161199at2759	Complete	JAACSZ010000667_1	4216	5246	+	51.1	156
1173229at2759	Missing
1178688at2759	Complete	JAACSZ010000286_1	4385	4993	+	67.9	135
1182451at2759	Missing
1193442at2759	Complete	JAACSZ010000617_1	8539	9970	-	310.8	252
1194691at2759	Complete	JAACSZ010001109_1	1608	2993	+	242.2	270
1194797at2759	Complete	JAACSZ010001754_1	11043	13284	-	314.5	425
1197019at2759	Complete	JAACSZ010000218_1	11966	12859	+	162.8	159
1200489at2759	Complete	JAACSZ010000388_1	194	853	+	64.3	96
1217666at2759	Complete	JAACSZ010001874_1	621	2201	+	177.1	168
1220881at2759	Complete	JAACSZ010000368_1	19920	21080	-	53.4	147
1222562at2759	Complete	JAACSZ010000294_1	23876	24676	-	138.3	120
1223488at2759	Complete	JAACSZ010001742_1	319	948	+	35.4	80
1228942at2759	Complete	JAACSZ010000694_1	6991	7758	-	182.6	162
1233814at2759	Missing
1236198at2759	Complete	JAACSZ010001373_1	12727	13727	-	127.2	127
1247641at2759	Complete	JAACSZ010001102_1	2437	4122	-	107.0	141
1248958at2759	Complete	JAACSZ010001864_1	1283	4263	-	496.6	616
1249159at2759	Complete	JAACSZ010001489_1	34754	35455	+	68.3	147
1251252at2759	Fragmented	JAACSZ010001447_1	8948	9487	-	30.6	59
1257440at2759	Complete	JAACSZ010000781_1	16669	17453	+	123.3	143
1258856at2759	Complete	JAACSZ010000155_1	11244	14429	-	245.5	401
1259741at2759	Complete	JAACSZ010001376_1	42165	43364	+	245.4	208
1260807at2759	Complete	JAACSZ010001521_1	15303	16406	+	185.2	219
1264469at2759	Complete	JAACSZ010001243_1	1585	2340	-	107.1	144
1266231at2759	Complete	JAACSZ010000255_1	11879	12655	+	204.7	185
1269244at2759	Complete	JAACSZ010000215_1	553	2104	-	47.7	121
1269649at2759	Complete	JAACSZ010000007_1	3926	4860	-	258.7	165
1275837at2759	Complete	JAACSZ010001682_1	2	998	+	262.0	236
1284731at2759	Fragmented	JAACSZ010000694_1	1870	2577	+	58.3	105
1287094at2759	Complete	JAACSZ010000885_1	17434	18138	-	80.2	145
1287401at2759	Complete	JAACSZ010000705_1	29583	30389	-	211.6	159
1291729at2759	Complete	JAACSZ010000544_1	6504	7127	-	46.9	105
1304061at2759	Complete	JAACSZ010001355_1	163	1381	-	83.4	128
1309031at2759	Complete	JAACSZ010000376_1	4731	7324	-	170.7	335
1312453at2759	Missing
1314980at2759	Complete	JAACSZ010001734_1	2185	5883	-	152.3	386
1322299at2759	Complete	JAACSZ010001379_1	22973	24934	-	204.5	254
1322642at2759	Complete	JAACSZ010002015_1	1941	2723	-	145.8	148
1323575at2759	Complete	JAACSZ010001385_1	2468	3127	-	111.0	101
1324510at2759	Complete	JAACSZ010001357_1	14575	16490	+	229.4	272
1338131at2759	Complete	JAACSZ010001451_1	41499	42089	-	226.2	144
1339553at2759	Complete	JAACSZ010000335_1	8611	10050	+	49.4	194
1342242at2759	Complete	JAACSZ010001012_1	11109	12470	-	118.5	161
1346165at2759	Complete	JAACSZ010001802_1	1309	2847	-	298.3	257
1346432at2759	Complete	JAACSZ010001182_1	11760	12626	+	88.9	150
1348942at2759	Complete	JAACSZ010000842_1	24105	25238	-	89.5	208
1355894at2759	Complete	JAACSZ010000834_1	6547	7164	+	192.1	141
1358374at2759	Missing
1364586at2759	Missing
1370285at2759	Complete	JAACSZ010002166_1	681	3362	+	76.9	290
1370304at2759	Complete	JAACSZ010000807_1	5676	7321	+	58.7	270
1377237at2759	Complete	JAACSZ010001082_1	6611	8275	+	87.6	124
1379600at2759	Complete	JAACSZ010000389_1	3388	6081	-	189.1	451
1380409at2759	Complete	JAACSZ010000690_1	17632	18409	-	161.0	144
1382842at2759	Fragmented	JAACSZ010000618_1	25532	26185	+	45.0	62
1395649at2759	Complete	JAACSZ010000818_1	24665	25282	-	65.9	120
1398309at2759	Fragmented	JAACSZ010000866_1	20562	20720	-	27.2	47
1404162at2759	Complete	JAACSZ010001319_1	7156	8310	+	89.2	203
1405073at2759	Complete	JAACSZ010000305_1	4844	5539	-	213.7	154
1405146at2759	Complete	JAACSZ010000602_1	8137	9100	-	96.0	99
1407446at2759	Missing
1421503at2759	Fragmented	JAACSZ010000712_1	15596	15952	+	121.6	96
1423847at2759	Complete	JAACSZ010000336_1	2671	3966	-	185.3	251
1426075at2759	Complete	JAACSZ010000196_1	9775	10335	+	86.3	95
1428265at2759	Missing
1428854at2759	Complete	JAACSZ010000695_1	8398	11127	+	343.7	415
1430056at2759	Complete	JAACSZ010000633_1	30080	31259	+	67.8	137
1432328at2759	Complete	JAACSZ010001818_1	10435	11488	-	223.0	170
1434266at2759	Complete	JAACSZ010000307_1	10113	10806	+	65.6	133
1440961at2759	Missing
1441854at2759	Complete	JAACSZ010001451_1	57889	59265	+	144.7	176
1442062at2759	Missing
1445102at2759	Missing
1450538at2759	Complete	JAACSZ010000011_1	4120	5169	+	85.0	129
1454155at2759	Complete	JAACSZ010000248_1	773	1982	-	51.0	109
1455730at2759	Complete	JAACSZ010001503_1	26373	28088	+	302.1	366
1459797at2759	Complete	JAACSZ010000837_1	13681	14235	-	54.7	95
1474000at2759	Complete	JAACSZ010000710_1	15329	16586	-	64.4	100
1479417at2759	Complete	JAACSZ010000003_1	1223	2194	-	230.4	167
1488235at2759	Complete	JAACSZ010001414_1	38490	39126	-	153.7	139
1488436at2759	Complete	JAACSZ010001457_1	22829	23386	-	118.7	62
1490022at2759	Complete	JAACSZ010001245_1	4462	5307	+	114.6	187
1504863at2759	Missing
1513531at2759	Missing
1525971at2759	Complete	JAACSZ010000780_1	4273	4548	+	76.0	74
1526152at2759	Missing
1530008at2759	Complete	JAACSZ010001544_1	21021	21672	-	102.7	83
1538526at2759	Missing
1545004at2759	Complete	JAACSZ010001039_1	7613	7861	-	91.1	61
1552706at2759	Complete	JAACSZ010001285_1	395	1090	+	54.9	87
1558822at2759	Complete	JAACSZ010001474_1	27960	28433	+	87.7	65
1563319at2759	Fragmented	JAACSZ010002198_1	3778	4176	-	41.6	89
1567796at2759	Complete	JAACSZ010000259_1	9539	10252	+	100.7	117
1575179at2759	Missing
1576404at2759	Complete	JAACSZ010000815_1	17280	18068	-	103.1	193
1588798at2759	Complete	JAACSZ010001430_1	34095	34787	-	90.4	68
1593937at2759	Missing
1617752at2759	Complete	JAACSZ010001374_1	30443	30968	+	100.6	84
1620056at2759	Complete	JAACSZ010001373_1	46522	46911	-	50.3	78
1623701at2759	Complete	JAACSZ010002364_1	751	1371	-	72.1	88
1626636at2759	Complete	JAACSZ010002021_1	356	1255	+	79.4	151
1633672at2759	Complete	JAACSZ010000720_1	9872	10250	+	136.6	83
1645187at2759	Complete	JAACSZ010000829_1	10925	11344	-	34.5	54
