# BUSCO version is: 5.1.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
1370304at2759	Complete	WKLE02001363_1	9954	12465	+	62.3	281
1377237at2759	Complete	WKLE02000912_1	20297	21385	-	94.6	121
1379600at2759	Complete	WKLE02001772_1	7490	10468	-	203.7	473
1380409at2759	Complete	WKLE02000470_1	19900	20781	-	176.4	157
1382842at2759	Complete	WKLE02000328_1	12330	13112	+	68.3	116
1395649at2759	Complete	WKLE02000672_1	3498	4028	-	67.8	117
1398309at2759	Fragmented	WKLE02000490_1	20994	21512	+	39.3	55
1404162at2759	Complete	WKLE02001443_1	5985	7613	+	68.2	150
1405073at2759	Complete	WKLE02003966_1	1769	2589	+	211.8	154
1405146at2759	Complete	WKLE02002438_1	35956	36861	-	110.3	110
1407446at2759	Missing
1421503at2759	Complete	WKLE02005824_1	370	753	+	129.1	104
1423847at2759	Complete	WKLE02001195_1	97600	98733	-	198.1	254
1426075at2759	Complete	WKLE02003782_1	24805	25464	-	86.7	99
1428265at2759	Missing
1428854at2759	Complete	WKLE02001558_1	67264	69780	+	349.0	459
1430056at2759	Complete	WKLE02000989_1	20814	21746	+	79.7	127
1432328at2759	Complete	WKLE02001947_1	10814	11785	-	221.9	186
1434266at2759	Complete	WKLE02001068_1	29702	30948	-	81.9	135
1440961at2759	Missing
1441854at2759	Complete	WKLE02001649_1	7564	8580	-	151.7	207
1442062at2759	Missing
1445102at2759	Complete	WKLE02000672_1	40926	41642	-	246.2	189
1450538at2759	Complete	WKLE02001603_1	36363	37514	+	85.4	134
1454155at2759	Complete	WKLE02002252_1	1505	2401	+	40.9	121
1455730at2759	Complete	WKLE02000575_1	13122	14909	-	305.2	355
1459797at2759	Complete	WKLE02003856_1	17315	17864	+	69.2	95
1474000at2759	Complete	WKLE02004726_1	3560	4673	-	55.3	116
1479417at2759	Complete	WKLE02001703_1	38673	39344	-	242.1	166
1488235at2759	Complete	WKLE02004162_1	3824	4494	+	152.4	139
1488436at2759	Complete	WKLE02000523_1	9356	9895	-	115.0	62
1490022at2759	Complete	WKLE02001454_1	32380	33141	-	129.9	169
1504863at2759	Complete	WKLE02003799_1	28076	28618	+	95.6	107
1513531at2759	Complete	WKLE02002663_1	22847	23569	-	183.8	187
1525971at2759	Complete	WKLE02001144_1	22798	23067	+	85.0	79
1526152at2759	Missing
1530008at2759	Complete	WKLE02001071_1	11099	11506	+	109.1	84
1538526at2759	Complete	WKLE02003426_1	634	1044	-	131.8	100
1545004at2759	Complete	WKLE02000934_1	10280	10528	+	89.9	69
1552706at2759	Complete	WKLE02000870_1	1636	2190	-	52.5	74
1558822at2759	Complete	WKLE02001696_1	6567	6976	-	91.4	64
1563319at2759	Fragmented	WKLE02000922_1	6454	7077	+	43.7	103
1567796at2759	Complete	WKLE02006407_1	5716	6514	-	98.3	125
1575179at2759	Complete	WKLE02001216_1	2559	2873	+	29.8	43
1576404at2759	Complete	WKLE02000208_1	59751	60739	+	91.4	159
1588798at2759	Fragmented	WKLE02002463_1	9322	9996	-	74.3	54
1593937at2759	Missing
1617752at2759	Complete	WKLE02000025_1	47212	47574	-	98.0	83
1620056at2759	Complete	WKLE02000702_1	81132	81521	+	43.8	80
1623701at2759	Complete	WKLE02002997_1	34254	34766	+	91.2	90
1626636at2759	Complete	WKLE02001599_1	25827	26736	+	86.6	146
1633672at2759	Complete	WKLE02000552_1	27154	27697	-	137.0	83
1645187at2759	Complete	WKLE02001102_1	23500	23739	-	38.5	39
